time(sec)  velocity(km/h)  position(m)   Power(kW)
10449        69.32326    502309.55657       267.67665
10450        69.32326    502328.81303       267.67665
10451        69.32326    502348.06949       267.67665
10452        69.32326    502367.32595       267.67665
10453        69.32326    502386.58241       267.67665
10454        69.32326    502405.83888       267.67665
10455        69.32326    502425.09534       267.67665
10456        69.32326    502444.35180       267.67665
10457        69.32326    502463.60826       267.67665
10458        69.32326    502482.86472       267.67665
10459        69.32326    502502.12118       267.67665
10460        69.32326    502521.37764       267.67665
10461        69.32326    502540.63410       267.67665
10462        69.32326    502559.89056       267.67665
10463        69.32326    502579.14702       267.67665
10464        69.32326    502598.40348       267.67665
10465        69.32326    502617.65994       267.67665
10466        69.32326    502636.91640       267.67665
10467        69.32326    502656.17287       267.67665
10468        69.32326    502675.42933       267.67665
10469        69.32326    502694.68579       267.67665
10470        69.32326    502713.94225       267.67665
10471        69.32326    502733.19871       267.67665
10472        69.32326    502752.45517       267.67665
10473        69.32326    502771.71163       267.67665
10474        69.32326    502790.96809       267.67665
10475        69.32326    502810.22455       267.67665
10476        69.32326    502829.48101       267.67665
10477        69.32326    502848.73747       267.67665
10478        69.32326    502867.99393       267.67665
10479        69.32326    502887.25040       267.67665
10480        69.32326    502906.50686       267.67665
10481        69.32326    502925.76332       267.67665
10482        69.32326    502945.01978       267.67665
10483        69.32326    502964.27624       267.67665
10484        69.32326    502983.53270       267.67665
10485        69.32326    503002.78916       267.67665
10486        69.32326    503022.04562       267.67665
10487        69.32326    503041.30208       267.67665
10488        69.32326    503060.55854       267.67665
10489        69.32326    503079.81500       267.67665
10490        69.32326    503099.07146       267.67665
10491        69.32326    503118.32792       267.67665
10492        69.32326    503137.58439       267.67665
10493        69.32326    503156.84085       267.67665
10494        69.32326    503176.09731       267.67665
10495        69.32326    503195.35377       267.67665
10496        69.32326    503214.61023       267.67665
10497        69.32326    503233.86669       267.67665
10498        69.32326    503253.12315       267.67665
10499        69.32326    503272.37961       267.67665
10500        69.32326    503291.63607       267.67665
10501        69.32326    503310.89253       267.67665
10502        69.32326    503330.14899       267.67665
10503        69.32326    503349.40545       267.67665
10504        69.32326    503368.66191       267.67665
10505        69.32326    503387.91838       267.67665
10506        69.32326    503407.17484       267.67665
10507        69.32326    503426.43130       267.67665
10508        69.32326    503445.68776       267.67665
10509        69.32326    503464.94422       267.67665
10510        69.32326    503484.20068       267.67665
10511        69.32326    503503.45714       267.67665
10512        69.32326    503522.71360       267.67665
10513        69.32326    503541.97006       267.67665
10514        69.32326    503561.22652       267.67665
10515        69.32326    503580.48298       267.67665
10516        69.32326    503599.73944       267.67665
10517        69.32326    503618.99591       267.67665
10518        69.32326    503638.25237       267.67665
10519        69.32326    503657.50883       267.67665
10520        69.32326    503676.76529       267.67665
10521        69.32326    503696.02175       267.67665
10522        69.32326    503715.27821       267.67665
10523        69.32326    503734.53467       267.67665
10524        69.32326    503753.79113       267.67665
10525        69.32326    503773.04759       267.67665
10526        69.32326    503792.30405       267.67665
10527        69.32326    503811.56051       267.67665
10528        69.32326    503830.81697       267.67665
10529        69.32326    503850.07343       267.67665
10530        69.32326    503869.32990       267.67665
10531        69.27176    503888.57920         0.00000
10532        69.22031    503907.81421         0.00000
10533        69.16890    503927.03494         0.00000
10534        69.11753    503946.24138         0.00000
10535        69.06620    503965.43357         0.00000
10536        69.01491    503984.61150         0.00000
10537        68.96367    504003.77519         0.00000
10538        68.91247    504022.92466         0.00000
10539        68.86131    504042.05990         0.00000
10540        68.81019    504061.18095         0.00000
10541        68.75912    504080.28779         0.00000
10542        68.70808    504099.38046         0.00000
10543        68.65709    504118.45896         0.00000
10544        68.60614    504137.52329         0.00000
10545        68.55523    504156.57348         0.00000
10546        68.50436    504175.60954         0.00000
10547        68.45353    504194.63147         0.00000
10548        68.40275    504213.63928         0.00000
10549        68.35200    504232.63300         0.00000
10550        68.30130    504251.61263         0.00000
10551        68.25064    504270.57817         0.00000
10552        68.20002    504289.52965         0.00000
10553        68.14944    504308.46708         0.00000
10554        68.09890    504327.39046         0.00000
10555        68.04841    504346.29981         0.00000
10556        67.99795    504365.19514         0.00000
10557        67.94754    504384.07646         0.00000
10558        67.89716    504402.94378         0.00000
10559        67.84683    504421.79711         0.00000
10560        67.79654    504440.63647         0.00000
10561        67.74629    504459.46186         0.00000
10562        67.69608    504478.27330         0.00000
10563        67.64591    504497.07080         0.00000
10564        67.59578    504515.85436         0.00000
10565        67.54569    504534.62401         0.00000
10566        67.49564    504553.37975         0.00000
10567        67.44563    504572.12160         0.00000
10568        67.39567    504590.84956         0.00000
10569        67.34574    504609.56364         0.00000
10570        67.29585    504628.26386         0.00000
10571        67.24601    504646.95023         0.00000
10572        67.19620    504665.62276         0.00000
10573        67.14643    504684.28146         0.00000
10574        67.09671    504702.92634         0.00000
10575        67.04702    504721.55741         0.00000
