time(sec)  velocity(km/h)  position(m)   Power(kW)
 2722       302.56073    123160.51251       968.89727
 2723       302.56073    123244.55716       968.89727
 2724       302.56073    123328.60180       968.89727
 2725       302.56073    123412.64645       968.89727
 2726       302.56073    123496.69110       968.89727
 2727       302.56073    123580.73575       968.89727
 2728       302.56073    123664.78040       968.89727
 2729       302.56073    123748.82505       968.89727
 2730       302.56073    123832.86970       968.89727
 2731       302.56073    123916.91434     12986.87662
 2732       302.56073    124000.95899     12986.87662
 2733       302.56073    124085.00364     12986.87662
 2734       302.56073    124169.04829     12986.87662
 2735       302.56073    124253.09294     12986.87662
 2736       302.56073    124337.13759     12986.87662
 2737       302.56073    124421.18224     12986.87662
 2738       302.56073    124505.22688     12986.87662
 2739       302.56073    124589.27153     12986.87662
 2740       302.56073    124673.31618     12986.87662
 2741       302.56073    124757.36083     12986.87662
 2742       302.56073    124841.40548     12986.87662
 2743       302.56073    124925.45013     12986.87662
 2744       302.56073    125009.49477     12986.87662
 2745       302.56073    125093.53942     12986.87662
 2746       302.56073    125177.58407     12986.87662
 2747       302.56073    125261.62872     12986.87662
 2748       302.56073    125345.67337     12986.87662
 2749       302.56073    125429.71802     12986.87662
 2750       302.56073    125513.76267     12986.87662
 2751       302.56073    125597.80731     12986.87662
 2752       302.56073    125681.85196     12986.87662
 2753       302.56073    125765.89661     12986.87662
 2754       302.56073    125849.94126     12986.87662
 2755       302.56073    125933.98591     12986.87662
 2756       302.56073    126018.03056     12986.87662
 2757       302.56073    126102.07521     12986.87662
 2758       302.56073    126186.11985     12986.87662
 2759       302.56073    126270.16450     12986.87662
 2760       302.56073    126354.20915     12986.87662
 2761       302.56073    126438.25380     12986.87662
 2762       302.56073    126522.29845     12986.87662
 2763       302.56073    126606.34310     12986.87662
 2764       302.56073    126690.38775     12986.87662
 2765       302.56073    126774.43239     12986.87662
 2766       302.56073    126858.47704     12986.87662
 2767       302.56073    126942.52169     12986.87662
 2768       302.56073    127026.56634     12986.87662
 2769       302.56073    127110.61099     12986.87662
 2770       302.56073    127194.65564     12986.87662
 2771       302.56073    127278.70028     12986.87662
 2772       302.56073    127362.74493     12986.87662
 2773       302.56073    127446.78958     12986.87662
 2774       302.56073    127530.83423     12986.87662
 2775       302.56073    127614.87888     12986.87662
 2776       302.56073    127698.92353     12986.87662
 2777       302.56073    127782.96818     12986.87662
 2778       302.56073    127867.01282     12986.87662
 2779       302.56073    127951.05747     12986.87662
 2780       302.56073    128035.10212     12986.87662
 2781       302.56073    128119.14677     12986.87662
 2782       302.56073    128203.19142     12986.87662
 2783       302.56073    128287.23607     12986.87662
 2784       302.56073    128371.28072     12986.87662
 2785       302.56073    128455.32536     12986.87662
 2786       302.56073    128539.37001     12986.87662
 2787       302.56073    128623.41466     12986.87662
 2788       302.56073    128707.45931     12986.87662
 2789       302.56073    128791.50396     12986.87662
 2790       302.56073    128875.54861     12986.87662
 2791       302.56073    128959.59325     12986.87662
 2792       302.56073    129043.63790     12986.87662
 2793       302.56073    129127.68255     12986.87662
 2794       302.56073    129211.72720     12986.87662
 2795       302.56073    129295.77185     12986.87662
 2796       302.56073    129379.81650     12986.87662
 2797       302.56073    129463.86115     12986.87662
 2798       302.56073    129547.90579     12986.87662
 2799       302.56073    129631.95044     12986.87662
 2800       302.56073    129715.99509     12986.87662
 2801       302.56073    129800.03974     12986.87662
 2802       302.56073    129884.08439     20309.83203
 2803       302.56073    129968.12904     20309.83203
 2804       302.56073    130052.17369     20309.83203
 2805       302.56073    130136.21833     20309.83203
 2806       302.56073    130220.26298     20309.83203
 2807       302.56073    130304.30763     20309.83203
 2808       302.56073    130388.35228     20309.83203
 2809       302.56073    130472.39693     20309.83203
 2810       302.56073    130556.44158     20309.83203
 2811       302.56073    130640.48623     20309.83203
 2812       302.56073    130724.53087     20309.83203
 2813       302.56073    130808.57552     20309.83203
 2814       302.56073    130892.62017     20309.83203
 2815       302.56073    130976.66482     20309.83203
 2816       302.56073    131060.70947     20309.83203
 2817       302.56073    131144.75412     20309.83203
 2818       302.56073    131228.79876     20309.83203
 2819       302.56073    131312.84341     20309.83203
 2820       302.56073    131396.88806     20309.83203
 2821       302.56073    131480.93271     20309.83203
 2822       302.56073    131564.97736     20309.83203
 2823       302.56073    131649.02201     20309.83203
 2824       302.56073    131733.06666     20309.83203
 2825       302.56073    131817.11130     20309.83203
 2826       302.56073    131901.15595     20309.83203
 2827       302.56073    131985.20060     20309.83203
 2828       302.56073    132069.24525     20309.83203
 2829       302.56073    132153.28990     20309.83203
 2830       302.56073    132237.33455      9677.92630
 2831       302.56073    132321.37920      9677.92630
 2832       302.56073    132405.42384      9677.92630
 2833       302.56073    132489.46849      9677.92630
 2834       302.56073    132573.51314      9677.92630
 2835       302.56073    132657.55779      9677.92630
 2836       302.56073    132741.60244      9677.92630
 2837       302.56073    132825.64709      9677.92630
 2838       302.56073    132909.69174      9677.92630
 2839       302.56073    132993.73638      9677.92630
 2840       302.56073    133077.78103      9677.92630
 2841       302.56073    133161.82568      9677.92630
 2842       302.56073    133245.87033      9677.92630
 2843       302.56073    133329.91498      9677.92630
 2844       302.56073    133413.95963      9677.92630
 2845       302.56073    133498.00427      9677.92630
 2846       302.13414    133581.98967         0.00000
 2847       301.70857    133665.85672         0.00000
 2848       301.28402    133749.60569         0.00000
 2849       300.86048    133833.23687         0.00000
 2850       300.43795    133916.75054         0.00000
 2851       300.01643    134000.14698         0.00000
 2852       299.59591    134083.42647         0.00000
 2853       299.17639    134166.58929         0.00000
 2854       298.75786    134249.63571         0.00000
 2855       298.34033    134332.56602         0.00000
 2856       297.92379    134415.38048         0.00000
 2857       297.50823    134498.07937         0.00000
 2858       297.09366    134580.66297         0.00000
 2859       296.68006    134663.13154         0.00000
 2860       296.26744    134745.48536         0.00000
 2861       295.85580    134827.72470         0.00000
 2862       295.44511    134909.84983         0.00000
 2863       295.03540    134991.86101         0.00000
 2864       294.62664    135073.75851         0.00000
 2865       294.21885    135155.54261         0.00000
 2866       293.81200    135237.21356         0.00000
 2867       293.40611    135318.77163         0.00000
 2868       293.00117    135400.21709         0.00000
 2869       292.59717    135481.55019         0.00000
 2870       292.19411    135562.77120         0.00000
 2871       291.79199    135643.88039         0.00000
 2872       291.39081    135724.87800         0.00000
 2873       291.31935    135805.80996         0.00000
 2874       291.24805    135886.72210         0.00000
 2875       291.17692    135967.61446         0.00000
 2876       291.10596    136048.48708         0.00000
 2877       291.03516    136129.34002         0.00000
 2878       290.96452    136210.17331         0.00000
 2879       290.89405    136290.98700         0.00000
 2880       290.82374    136371.78113         0.00000
 2881       290.75359    136452.55576         0.00000
 2882       290.68361    136533.31093         0.00000
 2883       290.61379    136614.04668         0.00000
 2884       290.54413    136694.76306         0.00000
 2885       290.47463    136775.46011         0.00000
 2886       290.40529    136856.13787         0.00000
 2887       290.33611    136936.79640         0.00000
 2888       290.26709    137017.43573         0.00000
 2889       290.19824    137098.05592         0.00000
 2890       290.12954    137178.65700         0.00000
 2891       290.06100    137259.23902         0.00000
 2892       289.99262    137339.80202         0.00000
 2893       289.59560    137420.30038         0.00000
 2894       289.19950    137500.68859         0.00000
 2895       288.80432    137580.96690         0.00000
 2896       288.41004    137661.13556         0.00000
 2897       288.01668    137741.19483         0.00000
 2898       287.62421    137821.14495         0.00000
 2899       287.23265    137900.98618         0.00000
 2900       286.84199    137980.71877         0.00000
 2901       286.45222    138060.34297         0.00000
 2902       286.06335    138139.85902         0.00000
 2903       285.67536    138219.26717         0.00000
 2904       285.28826    138298.56768         0.00000
 2905       284.90204    138377.76077         0.00000
 2906       284.51670    138456.84671         0.00000
 2907       284.13224    138535.82573         0.00000
 2908       283.74865    138614.69807         0.00000
 2909       283.36593    138693.46399         0.00000
 2910       282.98408    138772.12371         0.00000
 2911       282.60310    138850.67749         0.00000
 2912       282.22297    138929.12555         0.00000
 2913       281.84371    139007.46815         0.00000
 2914       281.46530    139085.70551         0.00000
 2915       281.08775    139163.83788         0.00000
 2916       280.71104    139241.86549         0.00000
 2917       280.33518    139319.78857         0.00000
 2918       279.96017    139397.60737         0.00000
 2919       279.58600    139475.32212         0.00000
 2920       279.21267    139552.93305         0.00000
 2921       278.84017    139630.44039         0.00000
 2922       278.46851    139707.84437         0.00000
 2923       278.09768    139785.14523         0.00000
 2924       277.72767    139862.34319         0.00000
 2925       277.35849    139939.43849         0.00000
 2926       276.99014    140016.43136         0.00000
 2927       276.62260    140093.32202         0.00000
 2928       276.25587    140170.11069         0.00000
 2929       275.88997    140246.79762         0.00000
 2930       275.52487    140323.38301         0.00000
 2931       275.16058    140399.86710         0.00000
 2932       274.79710    140476.25011         0.00000
 2933       274.43442    140552.53227         0.00000
 2934       274.07254    140628.71379         0.00000
 2935       273.71146    140704.79490         0.00000
 2936       273.35117    140780.77582         0.00000
 2937       272.99168    140856.65678         0.00000
 2938       272.63298    140932.43798         0.00000
 2939       272.27506    141008.11965         0.00000
 2940       271.91793    141083.70201         0.00000
 2941       271.56158    141159.18528         0.00000
 2942       271.20601    141234.56966         0.00000
 2943       270.85122    141309.85539         0.00000
 2944       270.49720    141385.04267         0.00000
 2945       270.14395    141460.13172         0.00000
 2946       269.79148    141535.12275         0.00000
 2947       269.43977    141610.01598         0.00000
 2948       269.08882    141684.81162         0.00000
 2949       268.73864    141759.50988         0.00000
 2950       268.38921    141834.11097         0.00000
 2951       268.04055    141908.61510         0.00000
 2952       267.69263    141983.02249         0.00000
 2953       267.34547    142057.33334         0.00000
 2954       266.99906    142131.54786         0.00000
 2955       266.65340    142205.66625         0.00000
 2956       266.30848    142279.68874         0.00000
 2957       265.96430    142353.61551         0.00000
 2958       265.62086    142427.44678         0.00000
 2959       265.27816    142501.18276         0.00000
 2960       264.68404    142574.78862         0.00000
 2961       264.09120    142648.22963         0.00000
 2962       263.49962    142721.50613         0.00000
 2963       262.90930    142794.61848         0.00000
 2964       262.32024    142867.56702         0.00000
 2965       261.73243    142940.35212         0.00000
 2966       261.14587    143012.97410         0.00000
 2967       260.56055    143085.43333         0.00000
 2968       259.97647    143157.73013         0.00000
 2969       259.39362    143229.86487         0.00000
 2970       258.81200    143301.83787         0.00000
 2971       258.23160    143373.64948         0.00000
 2972       257.65242    143445.30004         0.00000
 2973       257.07445    143516.78988         0.00000
 2974       256.49769    143588.11934         0.00000
 2975       255.92214    143659.28877         0.00000
 2976       255.34778    143730.29848         0.00000
 2977       254.77462    143801.14881         0.00000
 2978       254.20264    143871.84009         0.00000
 2979       253.63185    143942.37266         0.00000
 2980       253.06225    144012.74684         0.00000
 2981       252.49381    144082.96296         0.00000
 2982       251.92655    144153.02135         0.00000
 2983       251.36045    144222.92232         0.00000
 2984       250.79552    144292.66620         0.00000
 2985       250.23174    144362.25332         0.00000
 2986       249.66911    144431.68400         0.00000
 2987       249.10764    144500.95855         0.00000
 2988       248.54730    144570.07729         0.00000
 2989       247.98811    144639.04054         0.00000
 2990       247.43005    144707.84862         0.00000
 2991       246.87312    144776.50184         0.00000
 2992       246.31732    144845.00051         0.00000
 2993       245.76263    144913.34494         0.00000
 2994       245.20907    144981.53546         0.00000
 2995       244.65662    145049.57236         0.00000
 2996       244.10527    145117.45595         0.00000
 2997       243.55503    145185.18655         0.00000
 2998       243.00589    145252.76446         0.00000
 2999       242.45785    145320.18998         0.00000
 3000       241.91090    145387.46342         0.00000
 3001       241.36503    145454.58507         0.00000
 3002       240.82025    145521.55525         0.00000
 3003       240.27655    145588.37425         0.00000
 3004       239.73392    145655.04237         0.00000
 3005       239.19237    145721.55991         0.00000
 3006       238.65188    145787.92717         0.00000
 3007       238.11245    145854.14443         0.00000
 3008       237.57408    145920.21201         0.00000
 3009       237.03676    145986.13018         0.00000
 3010       236.50050    146051.89925         0.00000
 3011       235.96528    146117.51949         0.00000
 3012       235.43111    146182.99121         0.00000
 3013       234.89797    146248.31470         0.00000
 3014       234.36587    146313.49023         0.00000
 3015       233.83480    146378.51810         0.00000
 3016       233.30476    146443.39860         0.00000
 3017       232.77573    146508.13200         0.00000
 3018       232.24773    146572.71859         0.00000
 3019       231.72075    146637.15866         0.00000
 3020       231.19477    146701.45248         0.00000
 3021       230.66980    146765.60034         0.00000
 3022       230.14584    146829.60251         0.00000
 3023       229.62287    146893.45927         0.00000
 3024       229.10091    146957.17091         0.00000
 3025       228.57993    147020.73769         0.00000
 3026       228.05994    147084.15990         0.00000
 3027       227.54094    147147.43780         0.00000
 3028       227.02292    147210.57167         0.00000
 3029       226.50588    147273.56178         0.00000
 3030       225.98981    147336.40841         0.00000
 3031       225.47471    147399.11181         0.00000
 3032       224.96058    147461.67227         0.00000
 3033       224.44741    147524.09005         0.00000
 3034       223.93521    147586.36541         0.00000
 3035       223.42395    147648.49863         0.00000
 3036       222.91365    147710.48996         0.00000
 3037       222.40430    147772.33968         0.00000
 3038       221.89590    147834.04804         0.00000
 3039       221.38843    147895.61531         0.00000
 3040       220.88191    147957.04174         0.00000
 3041       220.37632    148018.32761         0.00000
 3042       219.87166    148079.47316         0.00000
 3043       219.36793    148140.47866         0.00000
 3044       218.86513    148201.34436         0.00000
 3045       218.36324    148262.07053         0.00000
 3046       217.86227    148322.65740         0.00000
 3047       217.99332    148383.19290         0.00000
 3048       218.12413    148443.76477         0.00000
 3049       218.25469    148504.37294         0.00000
 3050       218.38502    148565.01734         0.00000
 3051       218.51511    148625.69792         0.00000
 3052       218.64496    148686.41459         0.00000
 3053       218.77458    148747.16731         0.00000
 3054       218.90396    148807.95600         0.00000
 3055       219.03310    148868.78059         0.00000
 3056       219.16201    148929.64102         0.00000
 3057       219.29067    148990.53722         0.00000
 3058       219.41911    149051.46914         0.00000
 3059       219.54730    149112.43669         0.00000
 3060       219.67527    149173.43983         0.00000
 3061       219.80299    149234.47848         0.00000
 3062       219.93049    149295.55257         0.00000
 3063       220.05775    149356.66205         0.00000
 3064       220.18477    149417.80684         0.00000
 3065       220.31156    149478.98689         0.00000
 3066       220.43812    149540.20212         0.00000
 3067       220.56444    149601.45248         0.00000
 3068       220.69054    149662.73789         0.00000
 3069       220.81640    149724.05830         0.00000
 3070       220.94202    149785.41363         0.00000
 3071       221.06742    149846.80383         0.00000
 3072       221.19258    149908.22883         0.00000
 3073       221.31752    149969.68857         0.00000
 3074       221.44222    150031.18298         0.00000
 3075       221.56669    150092.71199         0.00000
 3076       221.69094    150154.27555         0.00000
 3077       221.81495    150215.87359         0.00000
 3078       221.93873    150277.50605         0.00000
 3079       222.06229    150339.17286         0.00000
 3080       222.18561    150400.87395         0.00000
 3081       221.92977    150462.55664         0.00000
 3082       221.67440    150524.16833         0.00000
 3083       221.41950    150585.70915         0.00000
 3084       221.16507    150647.17923         0.00000
 3085       220.91112    150708.57870         0.00000
 3086       220.65763    150769.90770         0.00000
 3087       220.40461    150831.16634         0.00000
 3088       220.15206    150892.35477         0.00000
 3089       219.89997    150953.47310         0.00000
 3090       219.64834    151014.52148         0.00000
 3091       219.39718    151075.50002         0.00000
 3092       219.14647    151136.40886         0.00000
 3093       218.89623    151197.24813         0.00000
 3094       218.64645    151258.01795         0.00000
 3095       218.39712    151318.71844         0.00000
 3096       218.14825    151379.34974         0.00000
 3097       217.89983    151439.91197         0.00000
 3098       218.07883    151500.46456         0.00000
 3099       218.25751    151561.06683         0.00000
 3100       218.43587    151621.71869         0.00000
 3101       218.61389    151682.42005         0.00000
 3102       218.79160    151743.17081         0.00000
 3103       218.96897    151803.97089         0.00000
 3104       219.14603    151864.82020         0.00000
 3105       219.32275    151925.71864         0.00000
 3106       219.49916    151986.66613         0.00000
 3107       219.67524    152047.66257         0.00000
 3108       219.85099    152108.70788         0.00000
 3109       220.02643    152169.80197         0.00000
 3110       220.20154    152230.94474         0.00000
 3111       220.37633    152292.13611         0.00000
 3112       220.55080    152353.37599         0.00000
 3113       220.72495    152414.66429         0.00000
 3114       220.89877    152476.00091         0.00000
 3115       221.07228    152537.38578         0.00000
 3116       221.24546    152598.81880         0.00000
 3117       221.41833    152660.29988         0.00000
 3118       221.59088    152721.82894         0.00000
 3119       221.76310    152783.40588         0.00000
 3120       221.93501    152845.03062         0.00000
 3121       222.10660    152906.70307         0.00000
 3122       222.27788    152968.42313         0.00000
 3123       222.44883    153030.19073         0.00000
 3124       222.61947    153092.00577         0.00000
 3125       222.78979    153153.86817         0.00000
 3126       222.53283    153215.71854         0.00000
 3127       222.27634    153277.49759         0.00000
 3128       222.02033    153339.20546         0.00000
 3129       221.76479    153400.84228         0.00000
 3130       221.50973    153462.40819         0.00000
 3131       221.25513    153523.90331         0.00000
 3132       221.00101    153585.32777         0.00000
 3133       220.74736    153646.68171         0.00000
 3134       220.49417    153707.96526         0.00000
 3135       220.24145    153769.17854         0.00000
 3136       219.98920    153830.32168         0.00000
 3137       219.73741    153891.39482         0.00000
 3138       219.48608    153952.39809         0.00000
 3139       219.23522    154013.33160         0.00000
 3140       218.98481    154074.19549         0.00000
 3141       218.73486    154134.98989         0.00000
 3142       218.48537    154195.71493         0.00000
 3143       218.23634    154256.37072         0.00000
 3144       217.98776    154316.95740         0.00000
 3145       217.73964    154377.47509         0.00000
 3146       217.49196    154437.92393         0.00000
 3147       217.24474    154498.30403         0.00000
 3148       216.99797    154558.61551         0.00000
 3149       216.75165    154618.85852         0.00000
 3150       216.50578    154679.03316         0.00000
 3151       216.26035    154739.13957         0.00000
 3152       216.01537    154799.17786         0.00000
 3153       215.77083    154859.14816         0.00000
 3154       215.52673    154919.05060         0.00000
 3155       215.28308    154978.88530         0.00000
 3156       215.03986    155038.65237         0.00000
 3157       214.79709    155098.35195         0.00000
 3158       214.55475    155157.98415         0.00000
 3159       214.31285    155217.54909         0.00000
 3160       214.07138    155277.04690         0.00000
 3161       213.83035    155336.47770         0.00000
 3162       213.58976    155395.84160         0.00000
 3163       213.34959    155455.13874         0.00000
 3164       213.10986    155514.36922         0.00000
 3165       212.87055    155573.53316         0.00000
 3166       212.63168    155632.63069         0.00000
 3167       212.39323    155691.66193         0.00000
 3168       212.15521    155750.62699         0.00000
 3169       211.91761    155809.52599         0.00000
 3170       211.68044    155868.35905         0.00000
 3171       211.44369    155927.12629         0.00000
 3172       211.20736    155985.82783         0.00000
 3173       210.97145    156044.46377         0.00000
 3174       210.73596    156103.03425         0.00000
 3175       210.50089    156161.53936         0.00000
 3176       210.26624    156219.97924         0.00000
 3177       210.03200    156278.35400         0.00000
 3178       209.79818    156336.66374         0.00000
 3179       209.56477    156394.90860         0.00000
 3180       209.33177    156453.08867         0.00000
 3181       209.09919    156511.20408         0.00000
 3182       208.86702    156569.25495         0.00000
 3183       208.63525    156627.24137         0.00000
 3184       208.40390    156685.16348         0.00000
 3185       208.17295    156743.02137         0.00000
 3186       207.94241    156800.81517         0.00000
 3187       207.71227    156858.54499         0.00000
 3188       207.48254    156916.21094         0.00000
 3189       207.25321    156973.81313         0.00000
 3190       207.02429    157031.35167         0.00000
 3191       206.79576    157088.82668         0.00000
 3192       206.56763    157146.23826         0.00000
 3193       206.33991    157203.58653         0.00000
 3194       206.11258    157260.87159         0.00000
 3195       205.88564    157318.09357         0.00000
 3196       205.65911    157375.25256         0.00000
 3197       205.43296    157432.34868         0.00000
 3198       205.20722    157489.38204         0.00000
 3199       204.98186    157546.35275         0.00000
 3200       204.75689    157603.26091         0.00000
 3201       204.53232    157660.10663         0.00000
 3202       204.30814    157716.89003         0.00000
 3203       204.08434    157773.61120         0.00000
 3204       203.86093    157830.27027         0.00000
 3205       203.63791    157886.86733         0.00000
 3206       203.41527    157943.40249         0.00000
 3207       203.19302    157999.87587         0.00000
 3208       202.97115    158056.28756         0.00000
 3209       202.74967    158112.63767         0.00000
 3210       202.52856    158168.92631         0.00000
 3211       202.30784    158225.15359         0.00000
 3212       202.08749    158281.31961         0.00000
 3213       201.86753    158337.42447         0.00000
 3214       201.64794    158393.46829         0.00000
 3215       201.42873    158449.45116         0.00000
 3216       201.20989    158505.37319         0.00000
 3217       200.99143    158561.23448         0.00000
 3218       200.77334    158617.03514         0.00000
 3219       200.55562    158672.77528         0.00000
 3220       200.33828    158728.45499         0.00000
 3221       200.12131    158784.07437         0.00000
 3222       199.90471    158839.63354         0.00000
 3223       199.68847    158895.13259         0.00000
 3224       199.47261    158950.57163         0.00000
 3225       199.25711    159005.95076         0.00000
 3226       199.04198    159061.27008         0.00000
 3227       198.82721    159116.52969         0.00000
 3228       198.61280    159171.72969         0.00000
 3229       198.39876    159226.87018         0.00000
 3230       198.18509    159281.95127         0.00000
 3231       197.97177    159336.97306         0.00000
 3232       197.75882    159391.93564         0.00000
 3233       197.54622    159446.83912         0.00000
 3234       197.33398    159501.68359         0.00000
 3235       197.12210    159556.46916         0.00000
 3236       196.91058    159611.19592         0.00000
 3237       196.69941    159665.86398         0.00000
 3238       196.48860    159720.47342         0.00000
 3239       196.27815    159775.02436         0.00000
 3240       196.06804    159829.51689         0.00000
 3241       195.85829    159883.95110         0.00000
 3242       195.64889    159938.32710         0.00000
 3243       195.43984    159992.64497         0.00000
 3244       195.23114    160046.90483         0.00000
 3245       195.02279    160101.10677         0.00000
 3246       194.81479    160155.25088         0.00000
 3247       194.60713    160209.33726         0.00000
 3248       194.39982    160263.36600         0.00000
 3249       194.19286    160317.33720         0.00000
 3250       193.98624    160371.25097         0.00000
 3251       193.77996    160425.10739         0.00000
 3252       193.57403    160478.90655         0.00000
 3253       193.36844    160532.64856         0.00000
 3254       193.16319    160586.33351         0.00000
 3255       192.95828    160639.96149         0.00000
 3256       192.75371    160693.53260         0.00000
 3257       191.95335    160746.96414        -7.50495
 3258       191.15432    160800.17354        -7.47371
 3259       190.35660    160853.16117        -7.44252
 3260       189.56018    160905.92739        -7.41138
 3261       188.76508    160958.47256        -7.38029
 3262       187.97126    161010.79705        -7.34926
 3263       187.17874    161062.90122        -7.31827
 3264       186.38750    161114.78542        -7.28734
 3265       185.59753    161166.45001        -7.25645
 3266       184.80884    161217.89534        -7.22561
 3267       184.02141    161269.12176        -7.19483
 3268       183.23524    161320.12963        -7.16409
 3269       182.45033    161370.91929        -7.13340
 3270       181.66665    161421.49109        -7.10276
 3271       180.88422    161471.84538        -7.07217
 3272       180.10302    161521.98250        -7.04163
 3273       179.32305    161571.90279        -7.01113
 3274       178.54430    161621.60659        -6.98068
 3275       177.76677    161671.09423        -6.95028
 3276       176.99044    161720.36607        -6.91993
 3277       176.21532    161769.42242        -6.88963
 3278       175.44140    161818.26364        -6.85937
 3279       174.66867    161866.89003        -6.82916
 3280       173.89712    161915.30195        -6.79899
 3281       173.12676    161963.49971        -6.76887
 3282       172.35757    162011.48364        -6.73880
 3283       171.58954    162059.25408        -6.70877
 3284       170.82268    162106.81133        -6.67879
 3285       170.05698    162154.15573        -6.64885
 3286       169.29243    162201.28759        -6.61896
 3287       168.52902    162248.20723        -6.58911
 3288       167.76675    162294.91498        -6.55931
 3289       167.00562    162341.41114        -6.52955
 3290       166.24562    162387.69604        -6.49983
 3291       165.48674    162433.76998        -6.47016
 3292       164.72898    162479.63327        -6.44054
 3293       163.97233    162525.28623        -6.41095
 3294       163.21678    162570.72916        -6.38141
 3295       162.46234    162615.96237        -6.35192
 3296       161.70899    162660.98617        -6.32246
 3297       160.95673    162705.80085        -6.29305
 3298       160.20556    162750.40673        -6.26368
 3299       159.45547    162794.80409        -6.23435
 3300       158.70645    162838.99325        -6.20507
 3301       157.95850    162882.97449        -6.17583
 3302       157.21161    162926.74812        -6.14662
 3303       156.46578    162970.31442        -6.11746
 3304       155.72101    163013.67370        -6.08834
 3305       154.97728    163056.82624        -6.05927
 3306       154.23459    163099.77233        -6.03023
 3307       153.49294    163142.51227        -6.00123
 3308       152.75233    163185.04633        -5.97228
 3309       152.01274    163227.37481        -5.94336
 3310       151.27417    163269.49799        -5.91448
 3311       150.53662    163311.41616        -5.88565
 3312       149.80008    163353.12959        -5.85685
 3313       149.06454    163394.63856        -5.82809
 3314       148.33001    163435.94336        -5.79937
 3315       147.59648    163477.04426        -5.77069
 3316       146.86393    163517.94154        -5.74205
 3317       146.13238    163558.63547        -5.71345
 3318       145.40180    163599.12633        -5.68489
 3319       144.67220    163639.41439        -5.65636
 3320       143.94358    163679.49991        -5.62787
 3321       143.21592    163719.38318        -5.59942
 3322       142.48922    163759.06444        -5.57101
 3323       141.76348    163798.54399        -5.54264
 3324       141.03869    163837.82206        -5.51430
 3325       140.31485    163876.89894        -5.48600
 3326       139.59195    163915.77489        -5.45773
 3327       138.86999    163954.45016        -5.42951
 3328       138.14896    163992.92501        -5.40132
 3329       137.42887    164031.19971        -5.37316
 3330       136.70969    164069.27451        -5.34504
 3331       135.99144    164107.14967        -5.31696
 3332       135.27410    164144.82544        -5.28892
 3333       134.55767    164182.30207        -5.26090
 3334       133.84214    164219.57982        -5.23293
 3335       133.12752    164256.65894        -5.20499
 3336       132.41379    164293.53968        -5.17708
 3337       131.70095    164330.22228        -5.14921
 3338       130.98900    164366.70700        -5.12138
 3339       130.27794    164402.99407        -5.09358
 3340       129.56775    164439.08375        -5.06581
 3341       128.85843    164474.97628        -5.03808
 3342       128.14998    164510.67189        -5.01038
 3343       127.44240    164546.17083        -4.98271
 3344       126.73568    164581.47334        -4.95508
 3345       126.02981    164616.57966        -4.92748
 3346       125.32480    164651.49002        -4.89992
 3347       124.62063    164686.20466        -4.87239
 3348       123.91730    164720.72382        -4.84489
 3349       123.21481    164755.04773        -4.81742
 3350       122.51316    164789.17661        -4.78999
 3351       121.81234    164823.11071        -4.76259
 3352       121.11234    164856.85025        -4.73522
 3353       120.41316    164890.39545        -4.70789
 3354       119.71480    164923.74656        -4.68058
 3355       119.01725    164956.90379        -4.65331
 3356       118.32051    164989.86736        -4.62607
 3357       117.62457    165022.63751        -4.59886
 3358       116.92943    165055.21446        -4.57168
 3359       116.23509    165087.59842        -4.54453
 3360       115.54154    165119.78962        -4.51742
 3361       114.84878    165151.78827        -4.49033
 3362       114.15680    165183.59460        -4.46328
 3363       113.46559    165215.20882        -4.43625
 3364       112.77517    165246.63115        -4.40926
 3365       112.08551    165277.86180        -4.38229
 3366       111.39662    165308.90098        -4.35536
 3367       110.70850    165339.74892        -4.32846
 3368       110.02113    165370.40581        -4.30158
 3369       109.33452    165400.87187        -4.27474
 3370       108.64866    165431.14731        -4.24792
 3371       107.96354    165461.23234        -4.22113
 3372       107.27917    165491.12716        -4.19438
 3373       106.59553    165520.83198        -4.16765
 3374       105.91263    165550.34700        -4.14095
 3375       105.23046    165579.67243        -4.11428
 3376       104.54902    165608.80847        -4.08763
 3377       103.86830    165637.75532        -4.06102
 3378       103.18830    165666.51318        -4.03443
 3379       102.50902    165695.08225        -4.00787
 3380       101.83044    165723.46273        -3.98134
 3381       101.15258    165751.65482        -3.95484
 3382       100.47541    165779.65871        -3.92836
 3383        99.79895    165807.47459        -3.90192
 3384        99.12318    165835.10266        -3.87550
 3385        98.44811    165862.54312        -3.84910
 3386        97.77372    165889.79615        -3.82273
 3387        97.10002    165916.86195        -3.79639
 3388        96.42699    165943.74070        -3.77008
 3389        95.75465    165970.43259        -3.74379
 3390        95.08298    165996.93782        -3.71753
 3391        94.41198    166023.25656        -3.69130
 3392        93.74164    166049.38901        -3.66509
 3393        93.07197    166075.33535        -3.63891
 3394        92.40295    166101.09575        -3.61275
 3395        91.73459    166126.67041        -3.58662
 3396        91.06688    166152.05950        -3.56051
 3397        90.39982    166177.26321        -3.53443
 3398        89.73340    166202.28171        -3.50838
 3399        89.06762    166227.11519        -3.48235
 3400        88.40248    166251.76381        -3.45634
 3401        87.73797    166276.22777        -3.43036
 3402        87.07409    166300.50722        -3.40440
 3403        86.41084    166324.60235        -3.37847
 3404        85.74821    166348.51333        -3.35256
 3405        85.08620    166372.24033        -3.32668
 3406        84.42480    166395.78352        -3.30082
